id,class
335,3
336,4
337,4
338,9
339,7
340,8
341,8
342,1
343,8
344,9
345,9
346,3
347,5
348,6
349,2
350,4
351,6
352,8
353,0
354,9
355,6
356,3
357,8
358,3
359,3
360,4
361,4
362,4
363,7
364,7
365,2
366,5
367,3
368,6
369,5
370,3
371,4
372,1
373,2
374,9
375,9
376,5
377,4
378,8
379,3
380,6
381,3
382,2
383,5
384,8
385,3
386,6
387,9
388,0
389,5
390,8
391,6
392,1
393,5
394,0
395,8
396,0
397,3
398,5
399,3
400,9
401,9
402,2
403,0
404,5
405,2
406,4
407,8
408,9
409,9
410,9
411,3
412,7
413,4
414,6
415,5
416,3
417,1
418,6
419,8
420,0
421,4
422,3
423,6
424,1
425,0
426,7
427,7
428,2
429,2
430,3
431,3
432,2
433,5
434,8
435,0
436,6
437,7
438,7
439,4
440,8
441,6
442,0
443,4
444,4
445,8
446,6
447,7
448,9
449,0
450,2
451,0
452,8
453,5
454,2
455,6
456,8
457,9
458,1
459,2
460,2
461,9
462,2
463,6
464,2
465,7
466,1
467,9
468,9
469,8
470,9
471,4
472,7
473,0
474,3
475,5
476,6
477,0
478,2
479,7
480,1
481,3
482,2
483,8
484,5
485,3
486,2
487,0
488,8
489,6
490,5
491,0
492,7
493,6
494,5
495,3
496,4
497,5
498,5
499,2
500,1
501,1
502,5
503,3
504,2
505,2
506,2
507,3
508,6
509,0
510,9
511,2
512,8
513,8
514,5
515,1
516,8
517,4
518,5
519,1
520,0
521,7
522,1
523,8
524,1
525,6
526,9
527,7
528,3
529,1
530,3
531,9
532,0
533,8
534,8
535,9
536,3
537,7
538,4
539,4
540,5
541,9
542,5
543,6
544,7
545,7
546,4
547,9
548,6
549,4
550,5
551,7
552,4
553,7
554,3
555,7
556,7
557,2
558,3
559,7
560,7
561,0
562,5
563,2
564,3
565,7
566,8
567,9
568,7
569,5
570,9
571,9
572,0
573,6
574,4
575,3
576,3
577,8
578,9
579,6
580,3
581,7
582,1
583,8
584,2
585,5
586,6
587,9
588,3
589,2
590,8
591,1
592,2
593,7
594,8
595,6
596,3
597,3
598,4
599,5
600,5
601,8
602,7
603,2
604,6
605,9
606,2
607,1
608,7
609,9
610,4
611,1
612,0
613,2
614,5
615,2
616,9
617,5
618,7
619,3
620,4
621,2
622,1
623,3
624,4
625,0
626,3
627,9
628,3
629,4
630,4
631,6
632,0
633,3
634,1
635,7
636,5
637,2
638,3
639,8
640,9
641,5
642,0
643,5
644,9
645,9
646,4
647,5
648,2
649,1
650,2
651,2
652,0
653,2
654,4
655,2
656,5
657,4
658,8
659,1
660,6
661,6
662,7
663,1
664,3
665,3
666,1
667,3
668,0
669,5
670,9
671,5
672,3
673,7
674,6
675,0
676,8
677,7
678,5
679,7
680,1
681,3
682,4
683,6
684,8
685,8
686,1
687,2
688,2
689,1
690,5
691,4
692,8
693,9
694,4
695,2
696,4
697,1
698,1
699,9
700,3
701,1
702,9
703,9
704,3
705,7
706,0
707,3
708,3
709,3
710,6
711,4
712,1
713,5
714,2
715,8
716,7
717,5
718,8
719,3
720,9
721,9
722,8
723,7
724,6
725,5
726,9
727,7
728,3
729,9
730,4
731,1
732,7
733,0
734,6
735,1
736,4
737,5
738,0
739,9
740,4
741,6
742,2
743,6
744,7
745,0
746,3
747,8
748,2
749,3
750,1
751,0
752,0
753,3
754,7
755,0
756,4
757,9
758,1
759,2
760,5
761,1
762,5
763,8
764,8
765,9
766,3
767,8
768,2
769,7
770,3
771,4
772,6
773,1
774,9
775,5
776,4
777,4
778,9
779,5
780,9
781,5
782,9
783,8
784,2
785,9
786,1
787,2
788,0
789,6
790,8
791,1
792,8
793,3
794,0
795,6
796,8
797,0
798,4
799,3
800,4
801,2
802,9
803,2
804,2
805,6
806,0
807,6
808,8
809,2
810,2
811,7
812,2
813,6
814,4
815,4
816,9
817,4
818,8
819,2
820,8
821,8
822,9
823,2
824,4
825,4
826,6
827,7
828,1
829,0
830,1
831,5
832,2
833,1
834,8
835,2
836,9
837,9
838,9
839,2
840,9
841,6
842,2
843,5
844,3
845,8
846,9
847,4
848,7
849,7
850,2
851,3
852,7
853,6
854,1
855,9
856,6
857,0
858,2
859,0
860,8
861,9
862,5
863,5
864,2
865,1
866,2
867,9
868,7
869,0
870,7
871,5
872,8
873,5
874,3
875,8
876,9
877,5
878,8
879,5
880,9
881,3
882,9
883,1
884,8
885,4
886,7
887,9
888,5
889,3
890,5
891,3
892,0
893,2
894,6
895,3
896,4
897,5
898,2
899,5
900,2
901,6
902,0
903,6
904,6
905,8
906,5
907,9
908,9
909,4
910,1
911,1
912,3
913,9
914,2
915,0
916,4
917,1
918,4
919,0
920,9
921,5
922,7
923,1
924,4
925,3
926,8
927,4
928,2
929,3
930,3
931,6
932,5
933,5
934,4
935,3
936,7
937,9
938,2
939,3
940,0
941,9
942,9
943,0
944,6
945,9
946,4
947,4
948,1
949,9
950,0
951,3
952,9
953,6
954,7
955,9
956,7
957,1
958,2
959,9
960,9
961,5
962,6
963,2
964,9
965,0
966,3
967,4
968,2
969,1
970,0
971,6
972,0
973,1
974,9
975,9
976,2
977,8
978,0
979,4
980,8
981,5
982,2
983,7
984,7
985,4
986,8
987,7
988,4
989,8
990,1
991,1
992,2
993,4
994,3
995,3
996,8
997,7
998,8
999,0
1000,7
1001,3
1002,3
1003,4
1004,3
1005,0
1006,1
1007,9
1008,8
1009,4
1010,8
1011,2
1012,2
1013,1
1014,8
1015,3
1016,6
1017,2
1018,7
1019,2
1020,9
1021,0
1022,6
1023,2
1024,1
1025,2
1026,5
1027,9
1028,8
1029,4
1030,1
1031,8
1032,7
1033,8
1034,1
1035,3
1036,8
1037,8
1038,8
1039,5
1040,5
1041,3
1042,2
1043,8
1044,4
1045,7
1046,5
1047,4
1048,8
1049,0
1050,0
1051,6
1052,3
1053,0
1054,9
1055,3
1056,4
1057,4
1058,7
1059,2
1060,0
1061,0
1062,7
1063,5
1064,1
1065,6
1066,3
1067,8
1068,2
1069,0
1070,6
1071,7
1072,9
1073,5
1074,8
1075,9
1076,1
1077,5
1078,9
1079,3
1080,8
1081,3
1082,8
1083,4
1084,4
1085,6
1086,9
1087,4
1088,2
1089,7
1090,7
1091,7
1092,5
1093,8
1094,9
1095,0
1096,3
1097,6
1098,5
1099,0
1100,2
1101,5
1102,7
1103,0
1104,1
1105,9
1106,3
1107,2
1108,9
1109,7
1110,1
1111,8
1112,5
1113,9
1114,3
1115,6
1116,7
1117,4
1118,7
1119,5
1120,7
1121,8
1122,6
1123,3
1124,0
1125,2
1126,1
1127,4
1128,2
1129,4
1130,2
1131,8
1132,5
1133,1
1134,0
1135,5
1136,2
1137,3
1138,2
1139,6
1140,3
1141,8
1142,7
1143,1
1144,7
1145,4
1146,9
1147,5
1148,7
1149,6
1150,8
1151,5
1152,9
1153,1
1154,8
1155,4
1156,2
1157,3
1158,2
1159,2
1160,7
1161,4
1162,2
1163,8
1164,3
1165,5
1166,9
1167,5
1168,8
1169,7
1170,2
1171,5
1172,3
1173,3
1174,0
1175,4
1176,3
1177,0
1178,7
1179,0
1180,1
1181,8
1182,5
1183,4
1184,0
1185,1
1186,9
1187,3
1188,9
1189,5
1190,8
1191,3
1192,1
1193,6
1194,9
1195,5
1196,5
1197,9
1198,3
1199,9
1200,0
1201,4
1202,1
1203,5
1204,9
1205,5
1206,3
1207,2
1208,8
1209,4
1210,3
1211,6
1212,2
1213,2
1214,3
1215,6
1216,1
1217,9
1218,5
1219,5
1220,3
1221,8
1222,2
1223,4
1224,5
1225,1
1226,0
1227,7
1228,0
1229,2
1230,9
1231,0
1232,3
1233,1
1234,8
1235,4
1236,3
1237,0
1238,9
1239,1
1240,0
1241,6
1242,9
1243,2
1244,2
1245,3
1246,4
1247,1
1248,0
1249,7
1250,7
1251,7
1252,8
1253,1
1254,1
1255,4
1256,5
1257,2
1258,9
1259,1
1260,2
1261,1
1262,5
1263,6
1264,3
1265,6
1266,5
1267,1
1268,6
1269,1
1270,6
1271,7
1272,8
1273,7
1274,7
1275,2
1276,1
1277,3
1278,9
1279,9
1280,3
1281,0
1282,2
1283,7
1284,1
1285,2
1286,0
1287,2
1288,0
1289,7
1290,6
1291,0
1292,1
1293,8
1294,6
1295,7
1296,1
1297,2
1298,1
1299,3
1300,8
1301,4
1302,3
1303,3
1304,1
1305,4
1306,0
1307,7
1308,5
1309,8
1310,6
1311,6
1312,1
1313,8
1314,2
1315,2
1316,6
1317,1
1318,3
1319,5
1320,0
1321,4
1322,2
1323,0
1324,9
1325,3
1326,4
1327,3
1328,4
1329,2
1330,0
1331,9
1332,1
1333,5
1334,8
1335,3
1336,5
1337,6
1338,4
1339,1
1340,9
1341,4
1342,6
1343,4
1344,9
1345,6
1346,1
1347,6
1348,3
1349,1
1350,4
1351,2
1352,1
1353,8
1354,5
1355,1
1356,1
1357,7
1358,2
1359,0
1360,6
1361,6
1362,5
1363,7
1364,1
1365,4
1366,2
1367,9
1368,6
1369,9
1370,4
1371,5
1372,7
1373,3
1374,1
1375,3
1376,5
1377,4
1378,0
1379,8
1380,2
1381,5
1382,0
1383,3
1384,1
1385,8
1386,0
1387,9
1388,5
1389,8
1390,2
1391,0
1392,9
1393,2
1394,8
1395,9
1396,4
1397,3
1398,2
1399,2
1400,7
1401,0
1402,9
1403,6
1404,5
1405,1
1406,8
1407,4
1408,8
1409,4
1410,6
1411,6
1412,5
1413,7
1414,6
1415,1
1416,9
1417,5
1418,9
1419,2
1420,6
1421,3
1422,7
1423,2
1424,4
1425,2
1426,1
1427,4
1428,5
1429,2
1430,2
1431,4
1432,1
1433,8
1434,1
1435,5
1436,3
1437,6
1438,1
1439,4
1440,5
1441,3
1442,2
1443,3
1444,5
1445,5
1446,3
1447,5
1448,6
1449,4
1450,4
1451,8
1452,1
1453,1
1454,5
1455,6
1456,5
1457,6
1458,1
1459,6
1460,5
1461,3
1462,4
1463,5
1464,6
1465,7
1466,8
1467,8
1468,7
1469,2
1470,2
1471,4
1472,9
1473,8
1474,6
1475,3
1476,6
1477,6
1478,4
1479,7
1480,5
1481,8
1482,6
1483,2
1484,2
1485,6
1486,4
1487,3
1488,5
1489,1
1490,3
1491,5
1492,4
1493,3
1494,0
1495,0
1496,2
1497,4
1498,2
1499,0
1500,6
1501,7
1502,9
1503,2
1504,0
1505,0
1506,1
1507,5
1508,9
1509,6
1510,3
1511,8
1512,4
1513,9
1514,3
1515,3
1516,8
1517,8
1518,3
1519,8
1520,4
1521,5
1522,4
1523,7
1524,7
1525,7
1526,3
1527,3
1528,2
1529,7
1530,4
1531,6
1532,4
1533,2
1534,3
1535,3
1536,0
1537,9
1538,6
1539,5
1540,0
1541,6
1542,3
1543,7
1544,6
1545,8
1546,5
1547,3
1548,7
1549,7
1550,8
1551,5
1552,0
1553,9
1554,2
1555,5
1556,2
1557,0
1558,7
1559,3
1560,0
1561,0
1562,2
1563,7
1564,2
1565,6
1566,2
1567,6
1568,0
1569,5
1570,2
1571,8
1572,3
1573,9
1574,6
1575,0
1576,9
1577,9
1578,9
1579,1
1580,2
1581,0
1582,1
1583,0
1584,1
1585,4
1586,4
1587,1
1588,9
1589,0
1590,3
1591,2
1592,3
1593,6
1594,2
1595,0
1596,3
1597,0
1598,2
1599,3
1600,8
1601,3
1602,2
1603,6
1604,3
1605,8
1606,3
1607,6
1608,9
1609,6
1610,4
1611,5
1612,5
1613,0
1614,7
1615,7
1616,5
1617,3
1618,1
1619,0
1620,5
1621,7
1622,3
1623,5
1624,8
1625,9
1626,7
1627,1
1628,6
1629,7
1630,7
1631,6
1632,1
1633,6
1634,3
1635,6
1636,3
1637,1
1638,1
1639,1
1640,7
1641,3
1642,0
1643,1
1644,9
1645,2
1646,1
1647,0
1648,2
1649,8
1650,7
1651,2
1652,8
1653,2
1654,4
1655,4
1656,0
1657,1
1658,0
1659,3
1660,2
1661,2
1662,3
1663,0
1664,1
1665,5
1666,5
1667,5
1668,1
1669,8
1670,6
1671,8
1672,2
1673,1
1674,3
1675,0
1676,2
1677,7
1678,2
1679,1
1680,8
1681,1
1682,1
1683,0
1684,6
1685,1
1686,4
1687,8
1688,0
1689,1
1690,1
1691,8
1692,7
1693,1
1694,1
1695,6
1696,8
1697,6
1698,3
1699,0
1700,0
1701,2
1702,2
1703,9
1704,9
1705,6
1706,4
1707,9
1708,0
1709,1
1710,9
1711,8
1712,6
1713,6
1714,0
1715,3
1716,8
1717,4
1718,7
1719,7
1720,1
1721,7
1722,0
1723,1
1724,0
1725,0
1726,8
1727,6
1728,2
1729,6
1730,3
1731,4
1732,2
1733,8
1734,9
1735,2
1736,5
1737,7
1738,9
1739,8
1740,1
1741,7
1742,1
1743,2
1744,4
1745,8
1746,0
1747,5
1748,6
1749,3
1750,8
1751,8
1752,4
1753,2
1754,8
1755,9
1756,4
1757,2
1758,7
1759,4
1760,1
1761,7
1762,5
1763,3
1764,3
1765,2
1766,0
1767,3
1768,9
1769,4
1770,1
1771,4
1772,6
1773,1
1774,4
1775,0
1776,1
1777,6
1778,0
1779,6
1780,1
1781,8
1782,3
1783,9
1784,3
1785,0
1786,3
1787,1
1788,6
1789,0
1790,1
1791,7
1792,9
1793,1
1794,3
1795,8
1796,4
1797,1
1798,2
1799,7
1800,0
1801,0
1802,4
1803,8
1804,6
1805,1
1806,7
1807,1
1808,3
1809,6
1810,6
1811,3
1812,3
1813,5
1814,2
1815,7
1816,1
1817,8
1818,1
1819,2
1820,5
1821,5
1822,7
1823,6
1824,7
1825,5
1826,0
1827,0
1828,8
1829,7
1830,4
1831,8
1832,4
1833,9
1834,1
1835,0
1836,8
1837,6
1838,2
1839,5
1840,2
1841,3
1842,1
1843,8
1844,8
1845,9
1846,3
1847,1
1848,9
1849,6
1850,5
1851,1
1852,4
1853,1
1854,2
1855,1
1856,4
1857,6
1858,2
1859,4
1860,4
1861,1
1862,0
1863,1
1864,7
1865,0
1866,7
1867,2
1868,0
1869,1
1870,1
1871,0
1872,0
1873,7
1874,5
1875,2
1876,6
1877,1
1878,0
1879,7
1880,1
1881,0
1882,0
1883,9
1884,6
1885,4
1886,3
1887,6
1888,1
1889,8
1890,1
1891,1
1892,5
1893,4
1894,7
1895,8
1896,5
1897,3
1898,2
1899,9
1900,8
1901,9
1902,6
1903,9
1904,7
1905,2
1906,5
1907,9
1908,3
1909,5
1910,5
1911,8
1912,1
1913,5
1914,1
1915,4
1916,0
1917,9
1918,6
1919,0
1920,6
1921,9
1922,0
1923,9
1924,9
1925,9
1926,9
1927,4
1928,1
1929,4
1930,0
1931,5
1932,2
1933,8
1934,4
1935,3
1936,4
1937,7
1938,3
1939,1
1940,7
1941,5
1942,0
1943,8
1944,9
1945,0
1946,2
1947,0
1948,2
1949,2
1950,6
1951,0
1952,9
1953,6
1954,8
1955,1
1956,5
1957,2
1958,6
1959,6
1960,1
1961,4
1962,2
1963,7
1964,9
1965,6
1966,6
1967,2
1968,3
1969,4
1970,3
1971,0
1972,8
1973,6
1974,7
1975,2
1976,9
1977,3
1978,2
1979,9
1980,0
1981,1
1982,4
1983,3
1984,4
1985,1
1986,2
1987,8
1988,0
1989,5
1990,5
1991,5
1992,5
1993,5
1994,0
1995,6
1996,3
1997,6
1998,7
1999,3
2000,9
2001,8
2002,2
2003,3
2004,4
2005,6
2006,5
2007,1
2008,5
2009,7
2010,1
2011,5
2012,1
2013,7
2014,2
2015,4
2016,5
2017,9
2018,2
2019,2
2020,0
2021,6
2022,8
2023,7
2024,3
2025,0
2026,2
2027,0
2028,4
2029,0
2030,2
2031,2
2032,3
2033,2
2034,2
2035,1
2036,7
2037,0
2038,8
2039,0
2040,8
2041,1
2042,6
2043,8
2044,2
2045,6
2046,6
2047,0
2048,1
2049,8
2050,9
2051,2
2052,5
2053,7
2054,5
2055,7
2056,2
2057,2
2058,4
2059,7
2060,7
2061,0
2062,2
2063,0
2064,1
2065,3
2066,8
2067,0
2068,8
2069,0
2070,4
2071,0
2072,6
2073,8
2074,5
2075,4
2076,0
2077,1
2078,9
2079,7
2080,8
2081,8
2082,4
2083,5
2084,6
2085,6
2086,1
2087,0
2088,2
2089,8
2090,3
2091,5
2092,0
2093,8
2094,2
2095,0
2096,9
2097,5
2098,4
2099,3
2100,3
2101,7
2102,1
2103,1
2104,3
2105,9
2106,2
2107,7
2108,7
2109,8
2110,3
2111,1
2112,8
2113,4
2114,1
2115,7
2116,4
2117,7
2118,4
2119,1
2120,6
2121,4
2122,4
2123,7
2124,5
2125,0
2126,1
2127,1
2128,4
2129,1
2130,6
2131,3
2132,4
2133,6
2134,2
2135,7
2136,2
2137,8
2138,2
2139,7
2140,3
2141,1
2142,4
2143,3
2144,6
2145,6
2146,2
2147,3
2148,3
2149,7
2150,1
2151,6
2152,7
2153,4
2154,6
2155,4
2156,8
2157,5
2158,1
2159,2
2160,9
2161,7
2162,2
2163,4
2164,4
2165,7
2166,9
2167,5
2168,5
2169,7
2170,8
2171,1
2172,4
2173,8
2174,1
2175,8
2176,4
2177,2
2178,5
2179,7
2180,3
2181,2
2182,9
2183,9
2184,4
2185,0
2186,5
2187,3
2188,3
2189,6
2190,8
2191,6
2192,5
2193,7
2194,5
2195,9
2196,2
2197,8
2198,1
2199,8
2200,9
2201,1
2202,8
2203,8
2204,6
2205,7
2206,7
2207,9
2208,9
2209,1
2210,5
2211,7
2212,3
2213,0
2214,8
2215,2
2216,8
2217,6
2218,7
2219,0
2220,8
2221,6
2222,9
2223,7
2224,9
2225,9
2226,5
2227,7
2228,8
2229,6
2230,6
2231,8
2232,5
2233,3
2234,3
2235,0
2236,0
2237,8
2238,0
2239,7
2240,8
2241,7
2242,9
2243,8
2244,1
2245,4
2246,9
2247,4
2248,6
2249,4
2250,2
2251,7
2252,9
2253,2
2254,7
2255,2
2256,4
2257,4
2258,4
2259,8
2260,2
2261,9
2262,5
2263,6
2264,9
2265,4
2266,6
2267,8
2268,6
2269,6
2270,8
2271,4
2272,5
2273,7
2274,8
2275,1
2276,7
2277,6
2278,9
2279,0
2280,7
2281,6
2282,9
2283,3
2284,2
2285,2
2286,2
2287,9
2288,7
2289,5
2290,2
2291,3
2292,9
2293,5
2294,0
2295,8
2296,2
2297,8
2298,5
2299,2
2300,2
2301,2
2302,3
2303,3
2304,0
2305,4
2306,1
2307,9
2308,7
2309,2
2310,8
2311,4
2312,2
2313,6
2314,9
2315,3
2316,1
2317,9
2318,2
2319,7
2320,7
2321,5
2322,9
2323,3
2324,6
2325,0
2326,5
2327,5
2328,0
2329,1
2330,5
2331,1
2332,1
2333,5
2334,9
2335,1
2336,9
2337,3
2338,2
2339,1
2340,9
2341,7
2342,8
2343,4
2344,5
2345,0
2346,3
2347,9
2348,4
2349,9
2350,4
2351,1
2352,4
2353,4
2354,2
2355,2
2356,6
2357,2
2358,4
2359,5
2360,1
2361,3
2362,1
2363,3
2364,9
2365,3
2366,3
2367,4
2368,3
2369,7
2370,7
2371,2
2372,5
2373,2
2374,4
2375,0
2376,6
2377,0
2378,7
2379,5
2380,7
2381,4
2382,0
2383,0
2384,8
2385,4
2386,0
2387,6
2388,1
2389,6
2390,1
2391,7
2392,7
2393,1
2394,9
2395,8
2396,8
2397,4
2398,3
2399,9
2400,8
2401,8
2402,5
2403,1
2404,8
2405,9
2406,3
2407,0
2408,3
2409,2
2410,1
2411,1
2412,8
2413,4
2414,5
2415,8
2416,0
2417,5
2418,8
2419,6
2420,5
2421,2
2422,8
2423,5
2424,2
2425,8
2426,5
2427,5
2428,4
2429,4
2430,1
2431,5
2432,4
2433,6
2434,7
2435,4
2436,7
2437,3
2438,0
2439,2
2440,4
2441,1
2442,9
2443,8
2444,2
2445,3
2446,6
2447,4
2448,6
2449,8
2450,8
2451,2
2452,1
2453,7
2454,4
2455,7
2456,7
2457,5
2458,9
2459,8
2460,0
2461,4
2462,7
2463,0
2464,1
2465,1
2466,5
2467,4
2468,8
2469,7
2470,9
2471,6
2472,7
2473,0
2474,0
2475,4
2476,5
2477,3
2478,0
2479,8
2480,7
2481,7
2482,3
2483,2
2484,9
2485,7
2486,5
2487,3
2488,4
2489,3
2490,0
2491,7
2492,6
2493,1
2494,9
2495,2
2496,6
2497,1
2498,3
2499,6
2500,0
2501,8
2502,3
2503,7
2504,5
2505,0
2506,2
2507,8
2508,8
2509,6
2510,4
2511,9
2512,5
2513,9
2514,3
2515,0
2516,0
2517,5
2518,1
2519,8
2520,1
2521,2
2522,9
2523,1
2524,2
2525,3
2526,3
2527,3
2528,0
2529,1
2530,1
2531,3
2532,5
2533,8
2534,4
2535,3
2536,5
2537,4
2538,4
2539,9
2540,9
2541,0
2542,7
2543,0
2544,0
2545,5
2546,2
2547,7
2548,9
2549,5
2550,1
2551,9
2552,2
2553,3
2554,1
2555,7
2556,4
2557,5
2558,4
2559,3
2560,4
2561,7
2562,7
2563,7
2564,0
2565,0
2566,1
2567,9
2568,9
2569,7
2570,2
2571,4
2572,0
2573,7
2574,5
2575,5
2576,5
2577,2
2578,5
2579,5
2580,8
2581,6
2582,3
2583,5
2584,7
2585,4
2586,3
2587,6
2588,4
2589,2
2590,1
2591,5
2592,9
2593,8
2594,9
2595,4
2596,3
2597,3
2598,4
2599,2
2600,9
2601,0
2602,7
2603,6
2604,5
2605,8
2606,7
2607,3
2608,9
2609,7
2610,2
2611,0
2612,9
2613,1
2614,9
2615,4
2616,4
2617,6
2618,6
2619,3
2620,9
2621,4
2622,3
2623,4
2624,1
2625,0
2626,4
2627,3
2628,3
2629,9
2630,7
2631,9
2632,8
2633,2
2634,1
2635,4
2636,5
2637,4
2638,3
2639,9
2640,4
2641,0
2642,0
2643,0
2644,0
2645,7
2646,0
2647,3
2648,1
2649,4
2650,0
2651,8
2652,1
2653,0
2654,7
2655,9
2656,4
2657,9
2658,7
2659,9
2660,7
2661,3
2662,9
2663,6
2664,4
2665,6
2666,2
2667,9
2668,9
2669,9
2670,0
2671,9
2672,1
2673,2
2674,2
2675,0
2676,0
2677,2
2678,3
2679,3
2680,6
2681,6
2682,9
2683,0
2684,5
2685,1
2686,1
2687,8
2688,1
2689,0
2690,8
2691,2
2692,3
2693,8
2694,6
2695,5
2696,0
2697,2
2698,3
2699,6
2700,6
2701,5
2702,9
2703,0
2704,0
2705,5
2706,9
2707,8
2708,5
2709,4
2710,4
2711,7
2712,2
2713,5
2714,7
2715,0
2716,2
2717,0
2718,7
2719,9
2720,8
2721,7
2722,4
2723,0
2724,1
2725,7
2726,2
2727,6
2728,8
2729,7
2730,4
2731,7
2732,3
2733,0
2734,0
2735,7
2736,6
2737,1
2738,5
2739,1
2740,4
2741,4
2742,3
2743,3
2744,7
2745,4
2746,7
2747,2
2748,3
2749,1
2750,4
2751,4
2752,1
2753,4
2754,6
2755,6
2756,0
2757,6
2758,2
2759,7
2760,8
2761,4
2762,4
2763,9
2764,7
2765,7
2766,0
2767,0
2768,6
2769,8
2770,0
2771,4
2772,2
2773,9
2774,5
2775,5
2776,8
2777,2
2778,3
2779,9
2780,5
2781,8
2782,2
2783,4
2784,9
2785,1
2786,4
2787,3
2788,8
2789,0
2790,9
2791,0
2792,2
2793,7
2794,2
2795,2
2796,7
2797,7
2798,0
2799,7
2800,9
2801,9
2802,9
2803,9
2804,0
2805,8
2806,0
2807,4
2808,9
2809,4
2810,7
2811,3
2812,7
2813,9
2814,5
2815,8
2816,5
2817,5
2818,8
2819,1
2820,0
2821,1
2822,5
2823,8
2824,0
2825,5
2826,2
2827,2
2828,2
2829,4
2830,7
2831,1
2832,1
2833,1
2834,6
2835,9
2836,8
2837,9
2838,1
2839,2
2840,8
2841,7
2842,4
2843,3
2844,9
2845,3
2846,5
2847,4
2848,5
2849,8
2850,8
2851,5
2852,3
2853,5
2854,7
2855,9
2856,2
2857,5
2858,3
2859,1
2860,9
2861,6
2862,3
2863,5
2864,3
2865,3
2866,2
2867,7
2868,0
2869,5
2870,0
2871,4
2872,7
2873,1
2874,7
2875,7
2876,3
2877,8
2878,2
2879,9
2880,3
2881,6
2882,6
2883,6
2884,1
2885,4
2886,0
2887,7
2888,7
2889,4
2890,5
2891,5
2892,9
2893,9
2894,3
2895,5
2896,9
2897,1
2898,8
2899,1
2900,7
2901,7
2902,3
2903,3
2904,6
2905,1
2906,0
2907,6
2908,9
2909,1
2910,9
2911,4
2912,0
2913,2
2914,4
2915,0
2916,7
2917,8
2918,3
2919,1
2920,3
2921,4
2922,6
2923,8
2924,2
2925,9
2926,1
2927,5
2928,7
2929,5
2930,0
2931,7
2932,1
2933,1
2934,0
2935,0
2936,4
2937,0
2938,6
2939,2
2940,9
2941,2
2942,2
2943,6
2944,3
2945,6
2946,6
2947,8
2948,6
2949,6
2950,8
2951,7
2952,2
2953,5
2954,7
2955,1
2956,4
2957,6
2958,8
2959,5
2960,1
2961,0
2962,6
2963,8
2964,2
2965,8
2966,5
2967,4
2968,7
2969,5
2970,8
2971,9
2972,1
2973,6
2974,4
2975,2
2976,4
2977,2
2978,0
2979,2
2980,7
2981,0
2982,2
2983,7
2984,1
2985,2
2986,7
2987,0
2988,4
2989,0
2990,7
2991,0
2992,6
2993,3
2994,7
2995,4
2996,3
2997,1
2998,2
